timestamp,value
15:35:05.1,49.48
15:35:05.1,49.13
15:35:05.1,49.13
15:35:05.1,49.48
15:35:05.1,49.13
15:35:05.1,49.13
15:35:05.1,49.13
15:35:05.1,49.48
15:35:05.1,49.48
15:35:05.1,49.13
15:35:05.3,49.48
15:35:05.3,49.13
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.3,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.13
15:35:05.4,48.79
15:35:05.4,49.13
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.13
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.13
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.4,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.13
15:35:05.6,49.13
15:35:05.6,49.13
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.6,49.48
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.13
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.13
15:35:05.7,49.48
15:35:05.7,49.13
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.13
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.13
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.13
15:35:05.7,49.13
15:35:05.7,49.48
15:35:05.7,49.48
15:35:05.7,49.13
15:35:05.9,49.13
15:35:05.9,49.48
15:35:05.9,49.48
15:35:05.9,49.48
15:35:05.9,49.48
