timestamp,value
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,486
22:51:51.5,486
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,486
22:51:51.5,486
22:51:51.5,486
22:51:51.5,486
22:51:51.5,486
22:51:51.5,487
22:51:51.5,486
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,486
22:51:51.5,486
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,486
22:51:51.5,487
22:51:51.5,486
22:51:51.5,487
22:51:51.5,486
22:51:51.5,487
22:51:51.5,487
22:51:51.5,486
22:51:51.5,486
22:51:51.5,486
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,486
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,486
22:51:51.5,487
22:51:51.5,486
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.5,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,488
22:51:51.9,489
22:51:51.9,490
22:51:51.9,492
22:51:51.9,493
22:51:51.9,488
22:51:51.9,482
22:51:51.9,482
22:51:51.9,484
22:51:51.9,485
22:51:51.9,486
22:51:51.9,486
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,486
22:51:51.9,487
22:51:51.9,486
22:51:51.9,487
22:51:51.9,486
22:51:51.9,486
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:51.9,486
22:51:51.9,487
22:51:51.9,487
22:51:51.9,487
22:51:52.0,486
22:51:52.0,487
22:51:52.0,487
22:51:52.0,487
22:51:52.0,487
22:51:52.0,487
22:51:52.0,487
22:51:52.0,486
22:51:52.0,486
22:51:52.1,487
22:51:52.1,487
22:51:52.1,487
22:51:52.1,487
22:51:52.1,487
22:51:52.1,487
22:51:52.1,486
22:51:52.1,487
22:51:52.1,487
22:51:52.1,486
22:51:52.1,487
22:51:52.1,487
22:51:52.1,487
22:51:52.1,486
22:51:52.1,487
22:51:52.1,487
22:51:52.1,487
22:51:52.1,486
22:51:52.2,487
22:51:52.2,487
22:51:52.2,487
22:51:52.2,487
22:51:52.2,486
22:51:52.2,487
22:51:52.2,487
22:51:52.2,487
22:51:52.2,486
22:51:52.2,487
22:51:52.2,486
22:51:52.2,487
22:51:52.2,487
22:51:52.2,487
22:51:52.2,487
22:51:52.2,487
22:51:52.2,487
22:51:52.2,487
22:51:52.2,487
22:51:52.2,486
22:51:52.2,486
22:51:52.2,487
22:51:52.2,487
22:51:52.2,486
22:51:52.2,487
22:51:52.2,487
22:51:52.3,487
22:51:52.3,486
22:51:52.3,487
22:51:52.3,487
22:51:52.3,486
22:51:52.3,487
22:51:52.3,487
22:51:52.3,487
22:51:52.3,487
22:51:52.3,486
22:51:52.3,486
22:51:52.3,487
22:51:52.3,486
22:51:52.3,486
22:51:52.3,487
22:51:52.3,486
22:51:52.3,487
22:51:52.3,486
22:51:52.3,486
22:51:52.3,487
22:51:52.3,487
22:51:52.3,487
22:51:52.3,487
22:51:52.3,487
22:51:52.3,488
22:51:52.3,490
22:51:52.3,492
22:51:52.3,492
22:51:52.3,488
22:51:52.5,482
22:51:52.5,483
22:51:52.5,484
22:51:52.5,485
22:51:52.5,486
22:51:52.5,486
22:51:52.5,487
22:51:52.5,487
22:51:52.5,486
22:51:52.5,487
22:51:52.5,486
22:51:52.5,487
22:51:52.5,486
22:51:52.5,486
22:51:52.5,487
22:51:52.5,486
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,486
22:51:52.5,487
22:51:52.5,487
22:51:52.5,486
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.5,487
22:51:52.7,487
22:51:52.7,487
22:51:52.7,487
22:51:52.7,487
22:51:52.7,487
22:51:52.7,487
22:51:52.7,487
22:51:52.7,487
22:51:52.7,487
