timestamp,value
14:42:47.2,160.5
14:42:47.2,157.7
14:42:47.2,157.7
14:42:47.2,157.7
14:42:47.2,160.5
14:42:47.2,160.5
14:42:47.2,157.7
14:42:47.2,157.7
14:42:47.2,157.7
14:42:47.2,157.7
14:42:47.3,157.7
14:42:47.3,157.7
14:42:47.3,157.7
14:42:47.3,160.5
14:42:47.3,157.7
14:42:47.3,160.5
14:42:47.3,157.7
14:42:47.3,157.7
14:42:47.3,160.5
14:42:47.3,157.7
14:42:47.3,157.7
14:42:47.3,160.5
14:42:47.4,157.7
14:42:47.4,160.5
14:42:47.4,157.7
14:42:47.4,157.7
14:42:47.4,157.7
14:42:47.4,157.7
14:42:47.4,157.7
14:42:47.4,157.7
14:42:47.4,160.5
14:42:47.4,157.7
14:42:47.4,157.7
14:42:47.4,157.7
14:42:47.4,157.7
14:42:47.4,160.5
14:42:47.4,157.7
14:42:47.4,157.7
14:42:47.5,160.5
14:42:47.5,157.7
14:42:47.5,157.7
14:42:47.5,160.5
14:42:47.5,160.5
14:42:47.5,157.7
14:42:47.5,160.5
14:42:47.5,157.7
14:42:47.5,157.7
14:42:47.5,157.7
14:42:47.5,157.7
14:42:47.5,157.7
14:42:47.5,157.7
14:42:47.5,157.7
14:42:47.5,157.7
14:42:47.6,157.7
14:42:47.6,157.7
14:42:47.6,160.5
14:42:47.6,160.5
14:42:47.6,157.7
14:42:47.6,157.7
14:42:47.6,160.5
14:42:47.6,157.7
14:42:47.6,160.5
14:42:47.6,160.5
14:42:47.7,157.7
14:42:47.7,157.7
14:42:47.7,157.7
14:42:47.7,157.7
14:42:47.7,157.7
14:42:47.7,157.7
14:42:47.7,157.7
14:42:47.7,157.7
14:42:47.7,157.7
14:42:47.8,157.7
14:42:47.8,157.7
14:42:47.8,160.5
14:42:47.8,157.7
14:42:47.8,157.7
14:42:47.8,157.7
14:42:47.8,157.7
14:42:47.8,160.5
14:42:47.8,160.5
14:42:47.8,157.7
14:42:47.9,160.5
14:42:47.9,157.7
14:42:47.9,160.5
14:42:47.9,160.5
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,160.5
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,160.5
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,157.7
14:42:47.9,160.5
14:42:47.9,160.5
14:42:47.9,160.5
14:42:47.9,160.5
14:42:48.1,157.7
14:42:48.1,157.7
14:42:48.1,157.7
14:42:48.1,160.5
14:42:48.1,157.7
14:42:48.1,157.7
14:42:48.1,160.5
14:42:48.1,157.7
14:42:48.1,157.7
14:42:48.1,157.7
14:42:48.1,160.5
14:42:48.1,157.7
14:42:48.1,157.7
14:42:48.1,157.7
14:42:48.1,160.5
14:42:48.1,157.7
