timestamp,value
14:33:06.0,0
14:34:06.5,0
14:35:07.1,0
14:36:07.6,0.01
14:37:08.1,0.01
14:38:08.6,0.02
14:39:09.1,0.02
14:40:09.6,0.02
14:41:10.2,0.02
14:42:10.7,0.03
14:43:11.2,0.03
14:44:11.7,0.03
14:45:12.2,0.03
14:46:12.8,0.03
14:47:13.3,0.03
14:48:13.8,0.03
14:49:14.3,0.03
14:50:14.8,0.03
14:51:15.3,0.04
14:52:15.9,0.05
14:53:16.4,0.04
14:54:16.9,0.05
14:55:17.4,0.11
14:56:17.9,0.18
14:57:18.5,-0.67
14:58:19.0,-3.11
14:59:19.5,-8.51
14:60:20.0,-37.66
14:61:20.5,-55.78
14:62:21.0,-32.75
14:63:21.6,-20.42
14:64:22.1,-15.4
14:65:22.6,-14.09
14:66:23.1,-14.55
14:67:23.6,-14.76
14:68:24.2,-15.19
14:69:24.7,-11.79
14:70:25.2,-5.81
14:71:25.7,1.71
14:72:26.2,3.62
14:73:26.7,12.38
14:74:27.3,12.88
14:75:27.8,11.88
14:76:28.3,12.59
14:77:28.8,14.71
14:78:29.3,21.01
14:79:29.8,20.94
14:80:30.4,21.4
14:81:30.9,21.34
14:82:31.4,21.12
14:83:31.9,19.31
14:84:32.4,16.88
14:85:33.0,15.52
14:86:33.5,12.92
14:87:34.0,11.89
14:88:34.5,8.3
14:89:35.0,1.6
14:90:35.5,-5.14
14:91:36.1,-11.38
14:92:36.6,-10.42
14:93:37.1,-9.2
14:94:37.6,-7.32
14:95:38.1,-10.76
14:96:38.7,-11.13
14:97:39.2,-16.93
14:98:39.7,-12.94
14:99:40.2,-13.65
15:00:40.7,-14.16
15:01:41.2,-17.14
15:02:41.8,-15.58
15:03:42.3,-17.04
15:04:42.8,-18.01
15:05:43.3,-29.64
15:06:43.8,-23.13
15:07:44.4,-22.76
15:08:44.9,-17.09
15:09:45.4,-9.54
15:10:45.9,-4.26
15:11:46.4,-3.83
15:12:46.9,-8.36
15:13:47.5,-9.83
15:14:48.0,-12.43
15:15:48.5,-14.74
15:16:49.0,-8.57
15:17:49.5,-2.24
15:18:50.1,1.32
15:19:50.6,14.95
15:20:51.1,26.03
15:21:51.6,47.21
15:22:52.1,51.34
15:23:52.6,47.2
15:24:53.2,46.41
15:25:53.7,39.54
15:26:54.2,32.5
15:27:54.7,28.96
15:28:55.2,22.73
15:29:55.7,21.18
15:30:56.3,18.68
15:31:56.8,17.41
15:32:57.3,15.26
15:33:57.8,13.04
15:34:58.3,9.65
15:35:58.9,6.29
15:36:59.4,8.79
15:37:59.9,11.03
15:38:60.4,13.09
15:39:60.9,12.45
15:40:61.4,11.26
15:41:62.0,10.69
15:42:62.5,9.41
15:43:63.0,7.76
15:44:63.5,6.12
15:45:64.0,5.74
15:46:64.6,5.05
15:47:65.1,2.8
15:48:65.6,1.78
15:49:66.1,0.9
15:50:66.6,0.39
15:51:67.1,0
15:52:67.7,0.17
15:53:68.2,0.12
