timestamp,value
11:45:48.2,0.77
11:45:48.2,0.74
11:45:48.2,0.7
11:45:48.2,0.73
11:45:48.2,0.86
11:45:48.2,0.69
11:45:48.2,0.74
11:45:48.2,0.7
11:45:48.4,0.62
11:45:48.4,0.85
11:45:48.4,0.76
11:45:48.4,0.89
11:45:48.5,0.69
11:45:48.5,0.58
11:45:48.5,0.78
11:45:48.5,0.58
11:45:48.5,0.71
11:45:48.5,0.99
11:45:48.5,0.89
11:45:48.5,0.61
11:45:48.5,0.91
11:45:48.5,1.06
11:45:48.5,0.84
11:45:48.5,0.73
11:45:48.5,0.88
11:45:48.5,0.89
11:45:48.5,0.81
11:45:48.5,0.94
11:45:48.5,0.69
11:45:48.5,0.72
11:45:49.0,1.08
11:45:49.0,0.53
11:45:49.0,0.87
11:45:49.1,0.8
11:45:49.1,0.9
11:45:49.1,0.8
11:45:49.1,0.76
11:45:49.2,0.93
11:45:49.2,0.9
11:45:49.2,0.65
11:45:49.2,0.89
11:45:49.2,0.77
11:45:49.2,0.78
11:45:49.2,0.74
11:45:49.2,0.83
11:45:49.5,0.79
11:45:49.5,0.74
11:45:49.5,0.93
11:45:49.5,0.77
11:45:49.6,0.84
11:45:49.6,0.75
11:45:49.6,0.85
11:45:49.6,0.73
11:45:49.7,0.9
11:45:49.7,0.88
11:45:49.7,0.78
11:45:49.7,0.99
11:45:49.7,0.72
11:45:49.7,0.84
11:45:49.7,0.82
11:45:49.7,0.88
11:45:49.9,0.9
11:45:49.9,0.89
11:45:49.9,0.85
11:45:49.9,0.82
11:45:49.9,0.82
11:45:49.9,0.79
11:45:49.9,0.84
11:45:49.9,0.85
11:45:49.9,0.86
11:45:49.9,0.79
11:45:49.9,0.71
11:45:49.9,0.78
11:45:49.9,0.84
11:45:49.9,0.79
11:45:49.9,0.78
11:45:49.9,0.78
11:45:49.9,0.77
11:45:49.9,0.76
11:45:49.9,0.75
11:45:49.9,0.73
11:45:49.9,0.77
11:45:49.9,0.79
11:45:49.9,0.71
11:45:49.9,0.73
11:45:49.9,0.73
11:45:49.9,0.74
11:45:49.9,0.74
11:45:49.9,0.73
11:45:49.9,0.79
11:45:49.9,0.79
11:45:49.9,0.78
11:45:49.9,0.75
11:45:49.9,0.76
11:45:49.9,0.75
11:45:49.9,0.76
11:45:49.9,0.19
11:45:49.9,-1.35
11:45:51.0,0.85
11:45:51.0,0.18
11:45:51.0,0.82
11:45:51.0,0.75
11:45:51.0,0.84
11:45:51.0,0.8
11:45:51.0,0.8
11:45:51.0,0.77
11:45:51.0,0.71
11:45:51.0,0.71
11:45:51.0,0.75
11:45:51.0,0.81
11:45:51.0,0.71
11:45:51.0,0.75
11:45:51.0,0.76
11:45:51.0,0.8
11:45:51.0,0.74
11:45:51.0,0.75
11:45:51.0,0.76
11:45:51.0,0.76
11:45:51.0,0.75
11:45:51.0,0.77
11:45:51.0,0.73
11:45:51.0,0.79
11:45:51.0,0.77
11:45:51.0,0.8
11:45:51.0,0.77
11:45:51.0,0.75
11:45:51.0,0.75
11:45:51.0,0.75
11:45:51.0,0.78
11:45:51.0,0.76
11:45:51.0,0.75
11:45:51.0,0.74
11:45:51.0,0.75
11:45:51.0,0.76
11:45:51.0,0.78
11:45:52.1,0.78
11:45:52.1,0.76
11:45:52.1,0.75
11:45:52.1,0.75
11:45:52.1,0.76
11:45:52.1,0.76
11:45:52.1,0.75
11:45:52.1,0.77
11:45:52.1,0.75
11:45:52.1,0.77
11:45:52.1,0.76
11:45:52.1,0.76
11:45:52.1,0.76
11:45:52.1,0.76
11:45:52.1,0.75
11:45:52.1,0.78
11:45:52.1,0.78
11:45:52.1,0.76
11:45:52.1,0.75
11:45:52.1,0.76
11:45:52.1,0.75
11:45:52.1,0.76
11:45:52.1,0.75
11:45:52.1,0.77
11:45:52.1,0.77
11:45:52.1,0.83
11:45:52.1,0.77
11:45:52.9,0.76
11:45:52.9,0.75
11:45:52.9,0.75
11:45:52.9,0.76
11:45:52.9,0.77
11:45:52.9,0.77
11:45:52.9,0.76
11:45:52.9,0.74
11:45:52.9,0.74
11:45:52.9,0.77
11:45:52.9,0.78
11:45:52.9,0.77
11:45:52.9,0.77
11:45:52.9,0.75
11:45:52.9,0.75
11:45:52.9,0.76
11:45:52.9,0.72
11:45:52.9,0.74
11:45:52.9,0.76
11:45:52.9,0.76
11:45:52.9,0.75
11:45:52.9,0.75
11:45:52.9,0.76
11:45:52.9,0.76
11:45:52.9,0.76
11:45:52.9,0.74
11:45:52.9,0.75
11:45:52.9,0.74
11:45:52.9,0.73
11:45:53.7,0.73
11:45:53.7,0.71
11:45:53.7,0.73
11:45:53.7,0.71
11:45:53.8,0.71
11:45:53.8,0.71
11:45:53.8,0.69
11:45:53.8,0.71
11:45:53.9,0.68
11:45:53.9,0.71
11:45:53.9,0.7
11:45:53.9,0.68
11:45:53.9,0.69
11:45:53.9,0.67
11:45:53.9,0.73
11:45:54.1,0.71
11:45:54.1,0.73
11:45:54.1,0.86
11:45:54.1,0.53
11:45:54.1,0.77
11:45:54.1,0.71
11:45:54.1,0.76
11:45:54.1,0.7
11:45:54.1,0.94
11:45:54.1,0.72
11:45:54.1,0.75
11:45:54.1,0.84
11:45:54.1,0.87
11:45:54.1,0.73
11:45:54.1,0.76
11:45:54.6,0.68
11:45:54.6,0.64
11:45:54.6,0.67
11:45:54.6,0.63
11:45:54.7,0.77
11:45:54.7,0.81
11:45:54.7,0.9
11:45:54.7,0.81
11:45:54.7,1.02
11:45:54.7,0.17
11:45:54.7,0.75
11:45:54.7,1.09
11:45:54.7,1.31
11:45:54.7,0.38
11:45:54.7,0.63
11:45:54.7,0.61
11:45:54.7,0.66
11:45:54.7,0.76
11:45:54.7,0.7
11:45:54.7,0.83
11:45:54.7,0.83
11:45:54.7,0.84
11:45:54.7,0.88
11:45:54.7,0.77
11:45:54.7,0.7
11:45:54.7,1.17
11:45:54.7,0.76
11:45:54.7,0.74
11:45:54.7,0.75
11:45:54.7,0.65
11:45:54.7,0.61
11:45:54.7,0.62
11:45:54.7,0.81
11:45:54.7,0.82
11:45:54.7,0.61
11:45:54.7,0.69
11:45:54.7,0.79
11:45:54.7,0.73
11:45:55.7,0.42
11:45:55.7,0.75
11:45:55.7,0.85
11:45:55.7,0.98
11:45:55.7,1.04
11:45:55.7,0.65
11:45:55.7,0.62
11:45:55.7,0.86
11:45:55.7,0.69
11:45:55.7,0.68
11:45:55.7,0.47
11:45:55.7,0.75
11:45:55.7,0.86
11:45:55.7,0.63
11:45:55.7,0.77
11:45:55.7,0.93
11:45:55.7,0.87
11:45:55.7,0.76
11:45:55.7,0.59
11:45:55.7,0.93
11:45:55.7,0.64
11:45:55.7,0.96
11:45:55.7,0.59
11:45:55.7,0.86
11:45:55.7,0.74
11:45:55.7,0.6
11:45:55.7,0.76
11:45:55.7,0.56
11:45:55.7,0.94
11:45:55.7,0.57
11:45:55.7,0.76
11:45:55.7,0.51
11:45:55.7,0.6
11:45:55.7,0.66
11:45:55.7,1.01
11:45:55.7,1.06
11:45:55.7,1.1
11:45:55.7,0.54
11:45:55.7,0.72
11:45:55.7,0.65
11:45:55.7,0.65
11:45:55.7,0.37
11:45:55.7,0.58
11:45:55.7,1.55
11:45:55.7,1.08
11:45:55.7,0.46
11:45:55.7,1.06
11:45:57.0,0.6
11:45:57.0,0.68
11:45:57.0,0.58
11:45:57.0,0.81
11:45:57.0,0.77
11:45:57.0,0.86
11:45:57.0,0.98
11:45:57.0,0.68
11:45:57.0,0.52
11:45:57.0,0.85
11:45:57.0,0.74
11:45:57.0,1.32
11:45:57.0,0.71
11:45:57.0,0.69
11:45:57.0,0.27
11:45:57.0,2
11:45:57.0,0.49
11:45:57.0,0.61
11:45:57.0,1.12
11:45:57.0,1.01
11:45:57.6,0.74
11:45:57.6,0.74
11:45:57.6,0.63
11:45:57.6,0.5
11:45:57.6,0.68
11:45:57.6,0.82
11:45:57.6,0.46
11:45:57.6,0.75
11:45:57.6,0.76
11:45:57.6,1.07
11:45:57.6,1
11:45:57.6,0.95
11:45:57.6,0.79
11:45:57.6,0.79
11:45:57.6,0.6
11:45:57.6,0.8
11:45:57.6,0.75
11:45:57.6,0.88
11:45:57.6,0.8
11:45:57.6,0.85
11:45:57.6,0.72
11:45:57.6,0.84
11:45:57.6,0.87
